# This data was collected and compiled at the NASA/Ames Research Center, Moffett Field, CA.  Any use of this data should recognize the parent publication:

# D.M. Hudgins, S.A. Sandford, L.J. Allamandola, and A.G.G.M. Tielens, "Mid- and Far-Infrared Spectroscopy of Ices: Optical Constants and Integrated Absorbances", The Astrophysical Journal Supplement Series, 86, no. 2, p. 713-870, 1993

# H2O - 10 K
# http://www.astrochem.org/data/H2O.php

Freq.	%T,10K	Freq. 	n, 10K	k, 10K
#(cm-1)			(cm-1)
1710.5	95.800	3371.3	1.1658	0.38840
1711.5	95.900	3373.3	1.1767	0.38500
1712.4	96.000	3375.2	1.1654	0.38410
1713.4	96.000	3377.1	1.1629	0.38160
1714.4	96.100	3379.0	1.1512	0.38070
1715.3	96.200	3381.0	1.1611	0.37740
1716.3	96.300	3382.9	1.1503	0.37530
1717.3	96.400	3384.8	1.1393	0.37320
1718.2	96.500	3386.8	1.1494	0.37000
1719.2	96.500	3388.7	1.1384	0.36780
1720.1	96.600	3390.6	1.1359	0.36530
1721.1	96.700	3392.5	1.1249	0.36310
1722.1	96.700	3394.5	1.1347	0.36000
1723.0	96.800	3396.4	1.1243	0.35780
1724.0	96.900	3398.3	1.1135	0.35560
1725.0	97.000	3400.3	1.1227	0.35140
1725.9	97.100	3402.2	1.1130	0.34790
1726.9	97.100	3404.1	1.1033	0.34570
1727.9	97.200	3406.1	1.1124	0.34280
1728.8	97.300	3408.0	1.1019	0.33930
1729.8	97.300	3409.9	1.0997	0.33560
1730.8	97.400	3411.8	1.0898	0.33330
1731.7	97.500	3413.8	1.0985	0.32940
1732.7	97.500	3415.7	1.0890	0.32590
1733.6	97.600	3417.6	1.0797	0.32240
1734.6	97.700	3419.6	1.0885	0.31860
1735.6	97.700	3421.5	1.0790	0.31510
1736.5	97.800	3423.4	1.0767	0.31150
1737.5	97.900	3425.3	1.0677	0.30690
1738.5	97.900	3427.3	1.0765	0.30320
1739.4	97.900	3429.2	1.0677	0.29970
1740.4	98.000	3431.1	1.0595	0.29510
1741.4	98.100	3433.1	1.0677	0.29160
1742.3	98.100	3435.0	1.0591	0.28700
1743.3	98.200	3436.9	1.0577	0.28240
1744.3	98.200	3438.8	1.0500	0.27890
1745.2	98.300	3440.8	1.0577	0.27450
1746.2	98.300	3442.7	1.0501	0.26990
1747.2	98.300	3444.6	1.0431	0.26530
1748.1	98.400	3446.6	1.0508	0.26100
1749.1	98.400	3448.5	1.0433	0.25650
1750.0	98.500	3450.4	1.0423	0.25110
1751.0	98.500	3452.3	1.0362	0.24660
1752.0	98.500	3454.3	1.0436	0.24250
1752.9	98.600	3456.2	1.0374	0.23710
1753.9	98.600	3458.1	1.0320	0.23260
1754.9	98.600	3460.1	1.0395	0.22770
1755.8	98.700	3462.0	1.0339	0.22330
1756.8	98.700	3463.9	1.0290	0.21800
1757.8	98.700	3465.9	1.0362	0.21430
1758.7	98.800	3467.8	1.0307	0.20900
1759.7	98.800	3469.7	1.0306	0.20400
1760.7	98.800	3471.6	1.0264	0.19880
1761.6	98.900	3473.6	1.0335	0.19430
1762.6	98.900	3475.5	1.0295	0.18920
1763.5	98.900	3477.4	1.0264	0.18420
1764.5	98.900	3479.4	1.0333	0.18090
1765.5	99.000	3481.3	1.0293	0.17590
1766.4	99.000	3483.2	1.0298	0.17120
1767.4	99.000	3485.1	1.0272	0.16550
1768.4	99.000	3487.1	1.0341	0.16240
1769.3	99.100	3489.0	1.0312	0.15760
1770.3	99.100	3490.9	1.0291	0.15290
1771.3	99.100	3492.9	1.0356	0.14900
1772.2	99.100	3494.8	1.0334	0.14440
1773.2	99.100	3496.7	1.0350	0.14010
1774.2	99.100	3498.6	1.0334	0.13650
1775.1	99.200	3500.6	1.0395	0.13280
1776.1	99.200	3502.5	1.0380	0.12840
1777.1	99.200	3504.4	1.0371	0.12490
1778.0	99.200	3506.4	1.0429	0.12130
1779.0	99.200	3508.3	1.0418	0.11710
1779.9	99.200	3510.2	1.0437	0.11400
1780.9	99.200	3512.1	1.0430	0.11060
1781.9	99.300	3514.1	1.0486	0.10720
1782.8	99.300	3516.0	1.0480	0.10390
1783.8	99.300	3517.9	1.0479	0.10070
1784.8	99.300	3519.9	1.0531	0.098200
1785.7	99.300	3521.8	1.0525	0.094900
1786.7	99.300	3523.7	1.0542	0.092000
1787.7	99.300	3525.6	1.0541	0.088900
1788.6	99.400	3527.6	1.0590	0.086500
1789.6	99.400	3529.5	1.0587	0.083400
1790.6	99.400	3531.4	1.0589	0.080400
1791.5	99.400	3533.4	1.0636	0.078000
1792.5	99.400	3535.3	1.0636	0.075000
1793.4	99.400	3537.2	1.0655	0.072300
1794.4	99.400	3539.1	1.0661	0.069500
1795.4	99.400	3541.1	1.0705	0.067900
1796.3	99.500	3543.0	1.0706	0.065000
1797.3	99.500	3544.9	1.0714	0.062300
1798.3	99.500	3546.9	1.0755	0.060700
1799.2	99.500	3548.8	1.0758	0.057900
1800.2	99.500	3550.7	1.0767	0.055200
1801.2	99.500	3552.7	1.0808	0.053000
1802.1	99.500	3554.6	1.0816	0.051000
1803.1	99.500	3556.5	1.0837	0.048600
1804.1	99.500	3558.4	1.0849	0.046700
1805.0	99.600	3560.4	1.0884	0.045200
1806.0	99.600	3562.3	1.0894	0.042600
1806.9	99.600	3564.2	1.0908	0.040800
1807.9	99.600	3566.2	1.0944	0.039300
1808.9	99.600	3568.1	1.0955	0.037500
1809.8	99.600	3570.0	1.0975	0.035800
1810.8	99.600	3571.9	1.0989	0.034100
1811.8	99.600	3573.9	1.1023	0.032600
1812.7	99.600	3575.8	1.1035	0.031500
1813.7	99.600	3577.7	1.1048	0.029700
1814.7	99.600	3579.7	1.1079	0.028300
1815.6	99.600	3581.6	1.1094	0.026600
1816.6	99.600	3583.5	1.1115	0.025600
1817.6	99.600	3585.4	1.1129	0.024600
1818.5	99.700	3587.4	1.1158	0.023100
1819.5	99.600	3589.3	1.1173	0.022100
1820.5	99.700	3591.2	1.1188	0.021000
1821.4	99.700	3593.2	1.1215	0.020200
1822.4	99.700	3595.1	1.1228	0.019100
1823.3	99.700	3597.0	1.1247	0.018200
1824.3	99.700	3598.9	1.1261	0.017200
1825.3	99.700	3600.9	1.1286	0.016300
1826.2	99.700	3602.8	1.1301	0.015300
1827.2	99.700	3604.7	1.1317	0.014300
1828.2	99.700	3606.7	1.1341	0.014000
1829.1	99.700	3608.6	1.1354	0.013000
1830.1	99.700	3610.5	1.1370	0.012000
1831.1	99.700	3612.5	1.1393	0.011700
1832.0	99.700	3614.4	1.1407	0.010800
1833.0	99.700	3616.3	1.1424	0.010400
1834.0	99.700	3618.2	1.1439	0.0094000
1834.9	99.800	3620.2	1.1460	0.0091000
1835.9	99.700	3622.1	1.1475	0.0082000
1836.8	99.800	3624.0	1.1492	0.0078000
1837.8	99.800	3626.0	1.1513	0.0075001
1838.8	99.800	3627.9	1.1528	0.0071000
1839.7	99.800	3629.8	1.1544	0.0067000
1840.7	99.800	3631.7	1.1559	0.0063000
1841.7	99.800	3633.7	1.1579	0.0060000
1842.6	99.800	3635.6	1.1594	0.0056000
1843.6	99.800	3637.5	1.1611	0.0053000
1844.6	99.800	3639.5	1.1633	0.0050000
1845.5	99.800	3641.4	1.1651	0.0052000
1846.5	99.800	3643.3	1.1668	0.0053000
1847.5	99.800	3645.2	1.1685	0.0055000
1848.4	99.800	3647.2	1.1705	0.0063000
1849.4	99.800	3649.1	1.1719	0.0070000
1850.3	99.800	3651.0	1.1731	0.0077000
1851.3	99.800	3653.0	1.1747	0.0089999
1852.3	99.800	3654.9	1.1753	0.010100
1853.2	99.800	3656.8	1.1759	0.011300
1854.2	99.800	3658.7	1.1759	0.012400
1855.2	99.800	3660.7	1.1762	0.013500
1856.1	99.800	3662.6	1.1755	0.014000
1857.1	99.800	3664.5	1.1748	0.013900
1858.1	99.800	3666.5	1.1746	0.014400
1859.0	99.800	3668.4	1.1736	0.013200
1860.0	99.800	3670.3	1.1735	0.012100
1861.0	99.800	3672.2	1.1733	0.010900
1861.9	99.800	3674.2	1.1738	0.0099000
1862.9	99.900	3676.1	1.1740	0.0082999
1863.9	99.900	3678.0	1.1748	0.0067000
1864.8	99.900	3680.0	1.1762	0.0058000
1865.8	99.900	3681.9	1.1772	0.0048000
1866.7	99.900	3683.8	1.1784	0.0044000
1867.7	99.800	3685.7	1.1794	0.0039001
1868.7	99.900	3687.7	1.1806	0.0035000
1869.6	99.900	3689.6	1.1813	0.0036000
1870.6	99.900	3691.5	1.1819	0.0031000
1871.6	99.900	3693.5	1.1827	0.0027000
1872.5	99.900	3695.4	1.1832	0.0022000
1873.5	99.900	3697.3	1.1840	0.0012000
1874.5	99.900	3699.3	1.1849	0.00080001
1875.4	99.900	3701.2	1.1857	0.0000
1876.4	99.900	3703.1	1.1869	0.0000
1877.4	99.900	3705.0	1.1882	0.0000
1878.3	99.900	3707.0	1.1894	0.0000
1879.3	99.900	3708.9	1.1906	0.0000
1880.2	99.900	3710.8	1.1917	0.0000
1881.2	99.900	3712.8	1.1927	0.0000
1882.2	99.900	3714.7	1.1939	0.0000
1883.1	99.900	3716.6	1.1951	0.0000
1884.1	99.900	3718.5	1.1961	0.0000
1885.1	99.900	3720.5	1.1968	0.0000
1886.0	99.900	3722.4	1.1978	0.0000
1887.0	99.900	3724.3	1.1988	0.0000
1888.0	99.900	3726.3	1.1996	0.0000
1888.9	99.900	3728.2	1.2003	0.0000
1889.9	99.900	3730.1	1.2012	0.0000
1890.9	99.900	3732.0	1.2022	0.0000
1891.8	99.900	3734.0	1.2029	0.0000
1892.8	99.900	3735.9	1.2037	0.0000
1893.8	99.900	3737.8	1.2043	0.0000
1894.7	99.900	3739.8	1.2050	0.0000
1895.7	99.900	3741.7	1.2059	0.0000
1896.6	99.900	3743.6	1.2067	0.0000
1897.6	99.900	3745.5	1.2075	0.0000
1898.6	99.900	3747.5	1.2080	0.0000
1899.5	99.900	3749.4	1.2087	0.0000
1900.5	99.900	3751.3	1.2093	0.0000
1901.5	99.900	3753.3	1.2100	0.0000
1902.4	99.900	3755.2	1.2107	0.0000
1903.4	99.900	3757.1	1.2113	0.0000
1904.4	99.900	3759.1	1.2119	0.0000
1905.3	99.900	3761.0	1.2126	0.0000
1906.3	99.900	3762.9	1.2132	0.0000
1907.3	99.900	3764.8	1.2138	0.0000
1908.2	99.900	3766.8	1.2142	0.0000
1909.2	99.900	3768.7	1.2150	0.0000
1910.1	99.900	3770.6	1.2157	0.0000
1911.1	99.900	3772.6	1.2159	0.0000
1912.1	99.900	3774.5	1.2165	0.0000
1913.0	99.900	3776.4	1.2171	0.0000
1914.0	99.900	3778.3	1.2178	0.0000
1915.0	99.900	3780.3	1.2182	0.0000
1915.9	99.900	3782.2	1.2188	0.0000
1916.9	99.900	3784.1	1.2192	0.0000
1917.9	99.900	3786.1	1.2197	0.0000
1918.8	99.900	3788.0	1.2205	0.0000
1919.8	99.900	3789.9	1.2209	0.0000
1920.8	99.900	3791.8	1.2214	0.0000
1921.7	99.900	3793.8	1.2219	0.0000
1922.7	99.900	3795.7	1.2225	0.0000
1923.7	99.900	3797.6	1.2231	0.0000
1924.6	99.900	3799.6	1.2235	0.0000
1925.6	99.900	3801.5	1.2240	0.0000
1926.5	99.900	3803.4	1.2244	0.0000
1927.5	99.900	3805.3	1.2249	0.0000
1928.5	99.900	3807.3	1.2252	0.0000
1929.4	99.900	3809.2	1.2258	0.0000
1930.4	99.900	3811.1	1.2263	0.0000
1931.4	100.00	3813.1	1.2267	0.0000
1932.3	99.900	3815.0	1.2272	0.0000
1933.3	99.900	3816.9	1.2275	0.0000
1934.3	99.900	3818.8	1.2281	0.0000
1935.2	99.900	3820.8	1.2285	0.0000
1936.2	99.900	3822.7	1.2290	0.0000
1937.2	99.900	3824.6	1.2295	0.0000
1938.1	99.900	3826.6	1.2298	0.0000
1939.1	99.900	3828.5	1.2303	0.0000
1940.0	99.900	3830.4	1.2308	0.0000
1941.0	99.900	3832.4	1.2311	0.0000
1942.0	99.900	3834.3	1.2315	0.0000
1942.9	99.900	3836.2	1.2319	0.0000
1943.9	99.900	3838.1	1.2324	0.0000
1944.9	99.900	3840.1	1.2326	0.0000
1945.8	99.900	3842.0	1.2330	0.0000
1946.8	99.900	3843.9	1.2334	0.0000
1947.8	99.900	3845.9	1.2335	0.0000
1948.7	99.900	3847.8	1.2340	0.0000
1949.7	99.900	3849.7	1.2345	0.0000
1950.7	99.900	3851.6	1.2351	0.0000
1951.6	99.900	3853.6	1.2355	0.0000
1952.6	99.900	3855.5	1.2358	0.0000
1953.5	99.900	3857.4	1.2361	0.0000
1954.5	99.900	3859.4	1.2364	0.0000
1955.5	99.900	3861.3	1.2369	0.0000
1956.4	100.00	3863.2	1.2373	0.0000
1957.4	99.900	3865.1	1.2377	0.0000
1958.4	99.900	3867.1	1.2380	0.0000
1959.3	99.900	3869.0	1.2384	0.0000
1960.3	99.900	3870.9	1.2388	0.0000
1961.3	99.900	3872.9	1.2390	0.0000
1962.2	99.900	3874.8	1.2394	0.0000
1963.2	99.900	3876.7	1.2398	0.0000
1964.2	99.900	3878.6	1.2401	0.0000
1965.1	99.900	3880.6	1.2404	0.0000
1966.1	99.900	3882.5	1.2408	0.0000
1967.1	99.900	3884.4	1.2411	0.0000
1968.0	99.900	3886.4	1.2414	0.0000
1969.0	99.900	3888.3	1.2417	0.0000
1969.9	99.900	3890.2	1.2420	0.0000
1970.9	99.900	3892.1	1.2424	0.0000
1971.9	99.900	3894.1	1.2426	0.0000
1972.8	99.900	3896.0	1.2430	0.0000
1973.8	99.900	3897.9	1.2433	0.0000
1974.8	99.900	3899.9	1.2435	0.0000
1975.7	99.900	3901.8	1.2439	0.0000
1976.7	99.900	3903.7	1.2442	0.0000
1977.7	99.900	3905.7	1.2444	0.0000
1978.6	99.900	3907.6	1.2447	0.0000
1979.6	99.900	3909.5	1.2449	0.0000
1980.6	99.900	3911.4	1.2454	0.0000
1981.5	99.900	3913.4	1.2457	0.0000
1982.5	99.900	3915.3	1.2458	0.0000
1983.4	99.900	3917.2	1.2462	0.0000
1984.4	99.900	3919.2	1.2467	0.0000
1985.4	99.900	3921.1	1.2470	0.0000
1986.3	99.900	3923.0	1.2472	0.0000
1987.3	99.900	3924.9	1.2474	0.0000
1988.3	99.900	3926.9	1.2475	0.0000
1989.2	99.900	3928.8	1.2479	0.0000
1990.2	99.900	3930.7	1.2483	0.0000
1991.2	99.900	3932.7	1.2485	0.0000
1992.1	99.900	3934.6	1.2489	0.0000
1993.1	99.900	3936.5	1.2492	0.0000
1994.1	99.900	3938.4	1.2496	0.0000
1995.0	99.900	3940.4	1.2496	0.0000
1996.0	99.900	3942.3	1.2499	0.0000
1997.0	99.900	3944.2	1.2501	0.0000
1997.9	99.800	3946.2	1.2502	0.0000
1998.9	99.900	3948.1	1.2506	0.0000
1999.8	99.900	3950.0	1.2510	0.0000
2000.8	99.800	3951.9	1.2511	0.0000
2001.8	99.800	3953.9	1.2512	0.0000
2002.7	99.800	3955.8	1.2515	0.0000
2003.7	99.800	3957.7	1.2520	0.0000
2004.7	99.800	3959.7	1.2524	0.0000
2005.6	99.800	3961.6	1.2526	0.0000
2006.6	99.800	3963.5	1.2529	0.0000
2007.6	99.800	3965.4	1.2533	0.0000
2008.5	99.800	3967.4	1.2533	0.0000
2009.5	99.800	3969.3	1.2536	0.0000
2010.5	99.800	3971.2	1.2538	0.0000
2011.4	99.800	3973.2	1.2540	0.0000
2012.4	99.800	3975.1	1.2542	0.0000
2013.3	99.800	3977.0	1.2545	0.0000
2014.3	99.800	3979.0	1.2546	0.0000
2015.3	99.800	3980.9	1.2550	0.0000
2016.2	99.800	3982.8	1.2553	0.0000
2017.2	99.800	3984.7	1.2557	0.0000
2018.2	99.800	3986.7	1.2559	0.0000
2019.1	99.800	3988.6	1.2563	0.0000
2020.1	99.800	3990.5	1.2568	0.0000
2021.1	99.800	3992.5	1.2570	0.0000
2022.0	99.800	3994.4	1.2574	0.0000
2023.0	99.700	3996.3	1.2579	0.0000
2024.0	99.700	3998.2	1.2583	0.0000
2024.9	99.700
2025.9	99.700
2026.8	99.700
2027.8	99.700
2028.8	99.700
2029.7	99.700
2030.7	99.700
2031.7	99.700
2032.6	99.700
2033.6	99.700
2034.6	99.700
2035.5	99.700
2036.5	99.700
2037.5	99.700
2038.4	99.700
2039.4	99.600
2040.4	99.600
2041.3	99.600
2042.3	99.600
2043.2	99.600
2044.2	99.600
2045.2	99.600
2046.1	99.600
2047.1	99.600
2048.1	99.600
2049.0	99.600
2050.0	99.600
2051.0	99.600
2051.9	99.600
2052.9	99.600
2053.9	99.500
2054.8	99.500
2055.8	99.500
2056.7	99.500
2057.7	99.500
2058.7	99.500
2059.6	99.500
2060.6	99.500
2061.6	99.500
2062.5	99.500
2063.5	99.500
2064.5	99.500
2065.4	99.500
2066.4	99.400
2067.4	99.400
2068.3	99.400
2069.3	99.400
2070.3	99.400
2071.2	99.400
2072.2	99.400
2073.1	99.400
2074.1	99.400
2075.1	99.400
2076.0	99.400
2077.0	99.400
2078.0	99.400
2078.9	99.400
2079.9	99.300
2080.9	99.300
2081.8	99.300
2082.8	99.300
2083.8	99.300
2084.7	99.300
2085.7	99.300
2086.6	99.300
2087.6	99.300
2088.6	99.300
2089.5	99.200
2090.5	99.200
2091.5	99.200
2092.4	99.300
2093.4	99.200
2094.4	99.200
2095.3	99.200
2096.3	99.200
2097.3	99.200
2098.2	99.200
2099.2	99.200
2100.1	99.200
2101.1	99.100
2102.1	99.100
2103.0	99.100
2104.0	99.100
2105.0	99.100
2105.9	99.100
2106.9	99.100
2107.9	99.100
2108.8	99.100
2109.8	99.100
2110.8	99.100
2111.7	99.100
2112.7	99.100
2113.7	99.000
2114.6	99.000
2115.6	99.000
2116.5	99.000
2117.5	99.000
2118.5	99.000
2119.4	99.000
2120.4	99.000
2121.4	98.900
2122.3	98.900
2123.3	98.900
2124.3	98.900
2125.2	98.900
2126.2	98.900
2127.2	98.900
2128.1	98.900
2129.1	98.900
2130.0	98.900
2131.0	98.900
2132.0	98.800
2132.9	98.800
2133.9	98.800
2134.9	98.800
2135.8	98.800
2136.8	98.800
2137.8	98.800
2138.7	98.800
2139.7	98.700
2140.7	98.700
2141.6	98.700
2142.6	98.700
2143.6	98.700
2144.5	98.700
2145.5	98.700
2146.4	98.700
2147.4	98.700
2148.4	98.600
2149.3	98.600
2150.3	98.600
2151.3	98.600
2152.2	98.600
2153.2	98.600
2154.2	98.600
2155.1	98.600
2156.1	98.600
2157.1	98.600
2158.0	98.600
2159.0	98.600
2159.9	98.500
2160.9	98.500
2161.9	98.500
2162.8	98.500
2163.8	98.500
2164.8	98.500
2165.7	98.500
2166.7	98.500
2167.7	98.500
2168.6	98.500
2169.6	98.500
2170.6	98.400
2171.5	98.500
2172.5	98.400
2173.5	98.400
2174.4	98.400
2175.4	98.400
2176.3	98.400
2177.3	98.400
2178.3	98.400
2179.2	98.400
2180.2	98.400
2181.2	98.400
2182.1	98.400
2183.1	98.400
2184.1	98.300
2185.0	98.400
2186.0	98.300
2187.0	98.300
2187.9	98.300
2188.9	98.300
2189.8	98.300
2190.8	98.300
2191.8	98.300
2192.7	98.300
2193.7	98.300
2194.7	98.300
2195.6	98.300
2196.6	98.300
2197.6	98.300
2198.5	98.300
2199.5	98.300
2200.5	98.300
2201.4	98.300
2202.4	98.300
2203.3	98.300
2204.3	98.300
2205.3	98.300
2206.2	98.300
2207.2	98.300
2208.2	98.300
2209.1	98.300
2210.1	98.300
2211.1	98.300
2212.0	98.300
2213.0	98.300
2214.0	98.300
2214.9	98.300
2215.9	98.300
2216.9	98.300
2217.8	98.300
2218.8	98.300
2219.7	98.300
2220.7	98.300
2221.7	98.300
2222.6	98.300
2223.6	98.300
2224.6	98.300
2225.5	98.400
2226.5	98.400
2227.5	98.300
2228.4	98.400
2229.4	98.400
2230.4	98.400
2231.3	98.400
2232.3	98.400
2233.2	98.400
2234.2	98.400
2235.2	98.400
2236.1	98.400
2237.1	98.400
2238.1	98.400
2239.0	98.400
2240.0	98.400
2241.0	98.400
2241.9	98.400
2242.9	98.400
2243.9	98.400
2244.8	98.500
2245.8	98.500
2246.7	98.500
2247.7	98.500
2248.7	98.500
2249.6	98.500
2250.6	98.500
2251.6	98.500
2252.5	98.500
2253.5	98.500
2254.5	98.500
2255.4	98.500
2256.4	98.500
2257.4	98.600
2258.3	98.600
2259.3	98.500
2260.3	98.600
2261.2	98.600
2262.2	98.600
2263.1	98.600
2264.1	98.600
2265.1	98.600
2266.0	98.600
2267.0	98.600
2268.0	98.600
2268.9	98.600
2269.9	98.600
2270.9	98.600
2271.8	98.700
2272.8	98.600
2273.8	98.700
2274.7	98.700
2275.7	98.700
2276.6	98.700
2277.6	98.700
2278.6	98.700
2279.5	98.700
2280.5	98.700
2281.5	98.700
2282.4	98.700
2283.4	98.700
2284.4	98.700
2285.3	98.700
2286.3	98.700
2287.3	98.700
2288.2	98.800
2289.2	98.800
2290.2	98.800
2291.1	98.800
2292.1	98.800
2293.0	98.800
2294.0	98.800
2295.0	98.800
2295.9	98.800
2296.9	98.800
2297.9	98.800
2298.8	98.800
2299.8	98.800
2300.8	98.800
2301.7	98.800
2302.7	98.800
2303.7	98.800
2304.6	98.800
2305.6	98.900
2306.5	98.900
2307.5	98.900
2308.5	98.900
2309.4	98.900
2310.4	98.900
2311.4	98.900
2312.3	98.900
2313.3	98.900
2314.3	98.900
2315.2	98.900
2316.2	98.900
2317.2	98.900
2318.1	98.900
2319.1	98.900
2320.1	98.900
2321.0	98.900
2322.0	98.900
2322.9	98.900
2323.9	98.900
2324.9	98.900
2325.8	99.000
2326.8	99.000
2327.8	99.000
2328.7	99.000
2329.7	99.000
2330.7	99.000
2331.6	99.000
2332.6	99.000
2333.6	99.000
2334.5	99.000
2335.5	99.000
2336.4	99.000
2337.4	99.000
2338.4	99.000
2339.3	99.000
2340.3	99.000
2341.3	99.000
2342.2	99.000
2343.2	99.000
2344.2	99.000
2345.1	99.000
2346.1	99.100
2347.1	99.100
2348.0	99.100
2349.0	99.100
2349.9	99.100
2350.9	99.100
2351.9	99.100
2352.8	99.100
2353.8	99.100
2354.8	99.100
2355.7	99.100
2356.7	99.100
2357.7	99.100
2358.6	99.100
2359.6	99.100
2360.6	99.100
2361.5	99.100
2362.5	99.100
2363.5	99.100
2364.4	99.100
2365.4	99.100
2366.3	99.200
2367.3	99.200
2368.3	99.200
2369.2	99.200
2370.2	99.200
2371.2	99.200
2372.1	99.200
2373.1	99.200
2374.1	99.200
2375.0	99.200
2376.0	99.200
2377.0	99.200
2377.9	99.200
2378.9	99.200
2379.8	99.200
2380.8	99.200
2381.8	99.200
2382.7	99.200
2383.7	99.200
2384.7	99.300
2385.6	99.300
2386.6	99.300
2387.6	99.300
2388.5	99.300
2389.5	99.300
2390.5	99.300
2391.4	99.300
2392.4	99.300
2393.4	99.300
2394.3	99.300
2395.3	99.300
2396.2	99.300
2397.2	99.300
2398.2	99.300
2399.1	99.300
2400.1	99.300
2401.1	99.300
2402.0	99.300
2403.0	99.300
2404.0	99.300
2404.9	99.300
2405.9	99.300
2406.9	99.400
2407.8	99.400
2408.8	99.400
2409.7	99.400
2410.7	99.400
2411.7	99.400
2412.6	99.400
2413.6	99.400
2414.6	99.400
2415.5	99.400
2416.5	99.400
2417.5	99.400
2418.4	99.400
2419.4	99.400
2420.4	99.400
2421.3	99.400
2422.3	99.400
2423.2	99.400
2424.2	99.400
2425.2	99.400
2426.1	99.400
2427.1	99.400
2428.1	99.400
2429.0	99.400
2430.0	99.400
2431.0	99.400
2431.9	99.400
2432.9	99.400
2433.9	99.400
2434.8	99.400
2435.8	99.400
2436.8	99.500
2437.7	99.500
2438.7	99.500
2439.6	99.400
2440.6	99.500
2441.6	99.500
2442.5	99.400
2443.5	99.500
2444.5	99.500
2445.4	99.500
2446.4	99.400
2447.4	99.500
2448.3	99.500
2449.3	99.500
2450.3	99.500
2451.2	99.500
2452.2	99.500
2453.1	99.500
2454.1	99.500
2455.1	99.500
2456.0	99.500
2457.0	99.500
2458.0	99.500
2458.9	99.500
2459.9	99.500
2460.9	99.500
2461.8	99.500
2462.8	99.500
2463.8	99.500
2464.7	99.600
2465.7	99.500
2466.7	99.500
2467.6	99.500
2468.6	99.500
2469.5	99.600
2470.5	99.600
2471.5	99.500
2472.4	99.500
2473.4	99.600
2474.4	99.600
2475.3	99.600
2476.3	99.600
2477.3	99.600
2478.2	99.600
2479.2	99.600
2480.2	99.600
2481.1	99.600
2482.1	99.600
2483.0	99.600
2484.0	99.600
2485.0	99.600
2485.9	99.600
2486.9	99.600
2487.9	99.600
2488.8	99.600
2489.8	99.600
2490.8	99.600
2491.7	99.600
2492.7	99.600
2493.7	99.600
2494.6	99.600
2495.6	99.600
2496.6	99.600
2497.5	99.600
2498.5	99.600
2499.4	99.600
2500.4	99.700
2501.4	99.600
2502.3	99.700
2503.3	99.600
2504.3	99.700
2505.2	99.700
2506.2	99.600
2507.2	99.700
2508.1	99.700
2509.1	99.600
2510.1	99.700
2511.0	99.700
2512.0	99.700
2512.9	99.700
2513.9	99.700
2514.9	99.700
2515.8	99.700
2516.8	99.700
2517.8	99.700
2518.7	99.700
2519.7	99.700
2520.7	99.700
2521.6	99.700
2522.6	99.700
2523.6	99.700
2524.5	99.700
2525.5	99.700
2526.4	99.700
2527.4	99.700
2528.4	99.700
2529.3	99.700
2530.3	99.700
2531.3	99.700
2532.2	99.700
2533.2	99.700
2534.2	99.700
2535.1	99.700
2536.1	99.700
2537.1	99.700
2538.0	99.700
2539.0	99.700
2540.0	99.800
2540.9	99.700
2541.9	99.700
2542.8	99.700
2543.8	99.700
2544.8	99.800
2545.7	99.700
2546.7	99.700
2547.7	99.800
2548.6	99.800
2549.6	99.800
2550.6	99.800
2551.5	99.800
2552.5	99.800
2553.5	99.800
2554.4	99.800
2555.4	99.800
2556.3	99.800
2557.3	99.800
2558.3	99.800
2559.2	99.800
2560.2	99.800
2561.2	99.800
2562.1	99.800
2563.1	99.800
2564.1	99.800
2565.0	99.800
2566.0	99.800
2567.0	99.800
2567.9	99.800
2568.9	99.800
2569.9	99.800
2570.8	99.800
2571.8	99.800
2572.7	99.800
2573.7	99.800
2574.7	99.800
2575.6	99.800
2576.6	99.800
2577.6	99.800
2578.5	99.800
2579.5	99.800
2580.5	99.800
2581.4	99.800
2582.4	99.800
2583.4	99.800
2584.3	99.800
2585.3	99.800
2586.2	99.800
2587.2	99.800
2588.2	99.800
2589.1	99.800
2590.1	99.900
2591.1	99.900
2592.0	99.800
2593.0	99.800
2594.0	99.900
2594.9	99.800
2595.9	99.800
2596.9	99.900
2597.8	99.800
2598.8	99.900
2599.8	99.900
2600.7	99.900
2601.7	99.900
2602.6	99.900
2603.6	99.900
2604.6	99.800
2605.5	99.900
2606.5	99.900
2607.5	99.900
2608.4	99.900
2609.4	99.900
2610.4	99.900
2611.3	99.900
2612.3	99.900
2613.3	99.900
2614.2	99.900
2615.2	99.900
2616.1	99.900
2617.1	99.900
2618.1	99.900
2619.0	99.900
2620.0	99.900
2621.0	99.900
2621.9	99.900
2622.9	99.900
2623.9	99.900
2624.8	99.900
2625.8	99.900
2626.8	99.900
2627.7	99.900
2628.7	99.900
2629.6	99.900
2630.6	99.900
2631.6	99.900
2632.5	99.900
2633.5	99.900
2634.5	99.900
2635.4	99.900
2636.4	99.900
2637.4	99.900
2638.3	99.900
2639.3	99.900
2640.3	99.900
2641.2	99.900
2642.2	99.900
2643.2	99.900
2644.1	99.900
2645.1	99.900
2646.0	99.900
2647.0	99.900
2648.0	99.900
2648.9	99.900
2649.9	99.900
2650.9	99.900
2651.8	99.900
2652.8	99.900
2653.8	99.900
2654.7	99.900
2655.7	99.900
