# Data taken from the Leiden Laboratory Ice Database
# Paper: Ehrenfreund and Schlemmer

# H2O:CH3OH:CO2:NH3 0.7:0.7:1:0.7 - 10 K
# https://icedb.strw.leidenuniv.nl/data/53

Freq. Trans.
5.99378E+02 1.16954E-02
5.99860E+02 1.18847E-02
6.00343E+02 1.20378E-02
6.00825E+02 1.20225E-02
6.01307E+02 1.20716E-02
6.01789E+02 1.22312E-02
6.02271E+02 1.23156E-02
6.02754E+02 1.24094E-02
6.03236E+02 1.26652E-02
6.03718E+02 1.28161E-02
6.04200E+02 1.26865E-02
6.04682E+02 1.27055E-02
6.05165E+02 1.28965E-02
6.05647E+02 1.30904E-02
6.06129E+02 1.32586E-02
6.06611E+02 1.33652E-02
6.07093E+02 1.33959E-02
6.07576E+02 1.34680E-02
6.08058E+02 1.37447E-02
6.08540E+02 1.39821E-02
6.09022E+02 1.41291E-02
6.09504E+02 1.42912E-02
6.09987E+02 1.44723E-02
6.10469E+02 1.47276E-02
6.10951E+02 1.48457E-02
6.11433E+02 1.49864E-02
6.11915E+02 1.51878E-02
6.12398E+02 1.52339E-02
6.12880E+02 1.53351E-02
6.13362E+02 1.54901E-02
6.13844E+02 1.55461E-02
6.14326E+02 1.57737E-02
6.14809E+02 1.61566E-02
6.15291E+02 1.62903E-02
6.15773E+02 1.65079E-02
6.16255E+02 1.66340E-02
6.16737E+02 1.67317E-02
6.17220E+02 1.68612E-02
6.17702E+02 1.73110E-02
6.18184E+02 1.78235E-02
6.18666E+02 1.80331E-02
6.19148E+02 1.84625E-02
6.19631E+02 1.87278E-02
6.20113E+02 1.89418E-02
6.20595E+02 1.92411E-02
6.21077E+02 1.94465E-02
6.21560E+02 1.97664E-02
6.22042E+02 2.01151E-02
6.22524E+02 2.04765E-02
6.23006E+02 2.08583E-02
6.23488E+02 2.12286E-02
6.23971E+02 2.17963E-02
6.24453E+02 2.22320E-02
6.24935E+02 2.25882E-02
6.25417E+02 2.32175E-02
6.25899E+02 2.38756E-02
6.26382E+02 2.44525E-02
6.26864E+02 2.51207E-02
6.27346E+02 2.57983E-02
6.27828E+02 2.64409E-02
6.28310E+02 2.70580E-02
6.28793E+02 2.76530E-02
6.29275E+02 2.85028E-02
6.29757E+02 2.94815E-02
6.30239E+02 3.04169E-02
6.30721E+02 3.13184E-02
6.31204E+02 3.23556E-02
6.31686E+02 3.36741E-02
6.32168E+02 3.46581E-02
6.32650E+02 3.56340E-02
6.33132E+02 3.70365E-02
6.33615E+02 3.84773E-02
6.34097E+02 4.00145E-02
6.34579E+02 4.16207E-02
6.35061E+02 4.31087E-02
6.35543E+02 4.47217E-02
6.36026E+02 4.65667E-02
6.36508E+02 4.83652E-02
6.36990E+02 5.03923E-02
6.37472E+02 5.24782E-02
6.37954E+02 5.44153E-02
6.38437E+02 5.65667E-02
6.38919E+02 5.87817E-02
6.39401E+02 6.08839E-02
6.39883E+02 6.30196E-02
6.40365E+02 6.51007E-02
6.40848E+02 6.73114E-02
