# This data was collected and compiled at the NASA/Ames Research Center, Moffett Field, CA.  Any use of this data should recognize the parent publication:

# D.M. Hudgins, S.A. Sandford, L.J. Allamandola, and A.G.G.M. Tielens, "Mid- and Far-Infrared Spectroscopy of Ices: Optical Constants and Integrated Absorbances", The Astrophysical Journal Supplement Series, 86, no. 2, p. 713-870, 1993

# Interstellar mix - 10 K - H2O:CH3OH:CO:NH3 = 100:50:1:1
# http://www.astrochem.org/data/ISMix.php

Freq.	%T,10K	n, 10K	k, 10K
#(cm-1)
1429.4	94.600	1.3271	0.056485
1430.3	94.600	1.3217	0.056420
1431.3	94.700	1.3228	0.055303
1432.3	94.800	1.3242	0.054192
1433.2	94.900	1.3198	0.053044
1434.2	94.900	1.3241	0.053040
1435.1	95.000	1.3198	0.051893
1436.1	95.000	1.3220	0.051876
1437.1	95.000	1.3239	0.051854
1438.0	95.100	1.3202	0.050714
1439.0	95.100	1.3229	0.050704
1440.0	95.100	1.3259	0.050692
1440.9	95.000	1.3227	0.051700
1441.9	94.900	1.3254	0.052752
1442.9	94.700	1.3280	0.054867
1443.8	94.500	1.3234	0.056951
1444.8	94.300	1.3247	0.059066
1445.8	94.100	1.3257	0.061179
1446.7	94.000	1.3193	0.062199
1447.7	93.800	1.3224	0.064328
1448.6	93.800	1.3150	0.064262
1449.6	93.800	1.3155	0.064217
1450.6	93.800	1.3159	0.064172
1451.5	93.900	1.3093	0.063005
1452.5	94.000	1.3107	0.061885
1453.5	94.100	1.3125	0.060772
1454.4	94.100	1.3073	0.060687
1455.4	94.200	1.3096	0.059585
1456.4	94.100	1.3120	0.060640
1457.3	94.000	1.3065	0.061632
1458.3	94.000	1.3083	0.061603
1459.3	93.800	1.3096	0.063729
1460.2	93.800	1.3030	0.063631
1461.2	93.700	1.3066	0.064701
1462.1	93.700	1.2995	0.064593
1463.1	93.700	1.3000	0.064551
1464.1	93.700	1.3002	0.064505
1465.0	93.800	1.2930	0.063289
1466.0	94.000	1.2937	0.061083
1467.0	94.200	1.2949	0.058894
1467.9	94.400	1.2900	0.056615
1468.9	94.600	1.2927	0.054476
1469.9	94.700	1.2959	0.053425
1470.8	94.700	1.2928	0.053330
1471.8	94.600	1.2959	0.054417
1472.8	94.400	1.2984	0.056554
1473.7	94.200	1.2932	0.058575
1474.7	94.000	1.2940	0.060694
1475.7	93.800	1.2943	0.062807
1476.6	93.600	1.2862	0.064809
1477.6	93.600	1.2877	0.064785
1478.5	93.600	1.2791	0.064597
1479.5	93.700	1.2778	0.063436
1480.5	93.900	1.2766	0.061193
1481.4	94.100	1.2691	0.058807
1482.4	94.400	1.2690	0.055513
1483.4	94.600	1.2686	0.053305
1484.3	95.000	1.2631	0.048797
1485.3	95.200	1.2638	0.046645
1486.3	95.600	1.2643	0.042366
1487.2	95.900	1.2608	0.039023
1488.2	96.200	1.2624	0.035895
1489.2	96.500	1.2639	0.032784
1490.1	96.700	1.2616	0.030567
1491.1	97.000	1.2642	0.027545
1492.0	97.300	1.2629	0.024361
1493.0	97.500	1.2651	0.022386
1494.0	97.700	1.2665	0.020390
1494.9	98.000	1.2661	0.017292
1495.9	98.200	1.2686	0.015378
1496.9	98.300	1.2705	0.014451
1497.8	98.500	1.2707	0.012431
1498.8	98.600	1.2727	0.011523
1499.8	98.700	1.2741	0.010584
1500.7	98.900	1.2744	0.0086007
1501.7	99.000	1.2764	0.0077043
1502.7	99.100	1.2780	0.0067925
1503.6	99.200	1.2788	0.0058393
1504.6	99.300	1.2809	0.0049591
1505.5	99.300	1.2818	0.0050025
1506.5	99.300	1.2828	0.0050526
1507.5	99.400	1.2837	0.0041151
1508.4	99.500	1.2845	0.0031748
1509.4	99.500	1.2857	0.0032334
1510.4	99.600	1.2866	0.0023050
1511.3	99.700	1.2877	0.0013862
1512.3	99.700	1.2891	0.0014567
1513.3	99.700	1.2899	0.0015011
1514.2	99.800	1.2908	0.00057554
1515.2	99.800	1.2920	0.00063848
1516.2	99.800	1.2930	0.00068521
1517.1	99.800	1.2935	0.00071096
1518.1	99.900	1.2944	0.0000
1519.1	99.900	1.2956	0.0000
1520.0	99.900	1.2964	0.0000
1521.0	99.900	1.2972	0.0000
1521.9	99.900	1.2979	0.0000
1522.9	99.900	1.2985	0.0000
1523.9	100.00	1.2995	0.0000
1524.8	99.900	1.3004	8.5354e-05
1525.8	99.900	1.3007	0.00010061
1526.8	100.00	1.3016	0.0000
1527.7	99.900	1.3023	0.00017333
1528.7	100.00	1.3030	0.0000
1529.7	99.900	1.3039	0.00024700
1530.6	99.900	1.3042	0.00026107
1531.6	99.900	1.3047	0.00028515
1532.6	99.900	1.3053	0.00030994
1533.5	99.900	1.3058	0.00033116
1534.5	99.900	1.3064	0.00035739
1535.4	99.900	1.3069	0.00037909
1536.4	99.900	1.3075	0.00040817
1537.4	99.900	1.3083	0.00044346
1538.3	99.800	1.3087	0.0013971
1539.3	99.800	1.3089	0.0014043
1540.3	99.800	1.3092	0.0014191
1541.2	99.800	1.3094	0.0014272
1542.2	99.800	1.3099	0.0014453
1543.2	99.800	1.3103	0.0014637
1544.1	99.800	1.3106	0.0014744
1545.1	99.800	1.3111	0.0014939
1546.1	99.800	1.3116	0.0015144
1547.0	99.800	1.3119	0.0015268
1548.0	99.800	1.3125	0.0015500
1549.0	99.800	1.3133	0.0015812
1549.9	99.700	1.3135	0.0025177
1550.9	99.700	1.3138	0.0025277
1551.8	99.700	1.3138	0.0025277
1552.8	99.700	1.3143	0.0025444
1553.8	99.700	1.3149	0.0025680
1554.7	99.600	1.3147	0.0034876
1555.7	99.700	1.3150	0.0025702
1556.7	99.700	1.3160	0.0026059
1557.6	99.600	1.3162	0.0035379
1558.6	99.500	1.3161	0.0044570
1559.6	99.600	1.3163	0.0035360
1560.5	99.500	1.3160	0.0044491
1561.5	99.600	1.3162	0.0035291
1562.5	99.600	1.3168	0.0035503
1563.4	99.600	1.3169	0.0035493
1564.4	99.600	1.3175	0.0035727
1565.3	99.600	1.3175	0.0035720
1566.3	99.600	1.3181	0.0035899
1567.3	99.600	1.3187	0.0036097
1568.2	99.600	1.3189	0.0036168
1569.2	99.500	1.3193	0.0045485
1570.2	99.500	1.3195	0.0045524
1571.1	99.500	1.3193	0.0045421
1572.1	99.500	1.3197	0.0045543
1573.1	99.500	1.3202	0.0045686
1574.0	99.500	1.3201	0.0045629
1575.0	99.500	1.3208	0.0045843
1576.0	99.400	1.3211	0.0055079
1576.9	99.400	1.3204	0.0054798
1577.9	99.500	1.3211	0.0045872
1578.8	99.500	1.3213	0.0045907
1579.8	99.500	1.3221	0.0046182
1580.8	99.400	1.3226	0.0055447
1581.7	99.400	1.3222	0.0055263
1582.7	99.400	1.3226	0.0055373
1583.7	99.400	1.3231	0.0055497
1584.6	99.400	1.3229	0.0055404
1585.6	99.400	1.3235	0.0055561
1586.6	99.400	1.3241	0.0055747
1587.5	99.400	1.3241	0.0055737
1588.5	99.300	1.3246	0.0064929
1589.5	99.300	1.3249	0.0064979
1590.4	99.300	1.3246	0.0064821
1591.4	99.300	1.3251	0.0064962
1592.4	99.300	1.3257	0.0065126
1593.3	99.300	1.3256	0.0065069
1594.3	99.200	1.3264	0.0074329
1595.2	99.200	1.3258	0.0074079
1596.2	99.200	1.3263	0.0074174
1597.2	99.200	1.3268	0.0074291
1598.1	99.200	1.3264	0.0074136
1599.1	99.200	1.3270	0.0074296
1600.1	99.200	1.3277	0.0074470
1601.0	99.200	1.3276	0.0074401
1602.0	99.100	1.3282	0.0083528
1603.0	99.100	1.3286	0.0083594
1603.9	99.100	1.3281	0.0083399
1604.9	99.100	1.3288	0.0083551
1605.9	99.100	1.3295	0.0083730
1606.8	99.100	1.3294	0.0083642
1607.8	99.000	1.3305	0.0092883
1608.7	99.000	1.3299	0.0092645
1609.7	99.000	1.3307	0.0092840
1610.7	98.900	1.3314	0.010193
1611.6	98.900	1.3307	0.010165
1612.6	98.900	1.3314	0.010180
1613.6	98.900	1.3324	0.010203
1614.5	98.800	1.3319	0.011077
1615.5	98.800	1.3327	0.011091
1616.5	98.700	1.3335	0.012001
1617.4	98.600	1.3323	0.012855
1618.4	98.700	1.3330	0.011972
1619.4	98.600	1.3340	0.012883
1620.3	98.600	1.3332	0.012857
1621.3	98.500	1.3340	0.013762
1622.3	98.500	1.3348	0.013773
1623.2	98.400	1.3339	0.014633
1624.2	98.400	1.3353	0.014661
1625.1	98.300	1.3342	0.015517
1626.1	98.300	1.3350	0.015527
1627.1	98.200	1.3358	0.016428
1628.0	98.200	1.3346	0.016391
1629.0	98.100	1.3354	0.017292
1630.0	98.100	1.3363	0.017302
1630.9	98.000	1.3350	0.018156
1631.9	98.000	1.3360	0.018166
1632.9	97.900	1.3371	0.019072
1633.8	97.800	1.3356	0.019921
1634.8	97.700	1.3363	0.020817
1635.8	97.600	1.3367	0.021707
1636.7	97.600	1.3347	0.021650
1637.7	97.600	1.3366	0.021678
1638.6	97.500	1.3349	0.022523
1639.6	97.500	1.3358	0.022529
1640.6	97.400	1.3369	0.023431
1641.5	97.300	1.3348	0.024270
1642.5	97.300	1.3357	0.024273
1643.5	97.200	1.3368	0.025174
1644.4	97.100	1.3345	0.026011
1645.4	97.100	1.3355	0.026013
1646.4	96.900	1.3363	0.027805
1647.3	96.900	1.3334	0.027736
1648.3	96.900	1.3344	0.027737
1649.3	96.800	1.3354	0.028635
1650.2	96.800	1.3330	0.028574
1651.2	96.700	1.3342	0.029475
1652.2	96.600	1.3351	0.030372
1653.1	96.500	1.3322	0.031202
1654.1	96.400	1.3341	0.032116
1655.0	96.400	1.3309	0.032040
1656.0	96.400	1.3319	0.032039
1657.0	96.300	1.3330	0.032938
1657.9	96.200	1.3298	0.033763
1658.9	96.200	1.3304	0.033754
1659.9	96.200	1.3315	0.033753
1660.8	96.100	1.3287	0.034584
1661.8	96.000	1.3295	0.035480
1662.8	95.900	1.3300	0.036370
1663.7	95.900	1.3264	0.036284
1664.7	95.900	1.3273	0.036279
1665.7	95.800	1.3282	0.037174
1666.6	95.800	1.3246	0.037089
1667.6	95.700	1.3271	0.038015
1668.5	95.700	1.3233	0.037924
1669.5	95.600	1.3239	0.038818
1670.5	95.600	1.3244	0.038802
1671.4	95.600	1.3206	0.038707
1672.4	95.600	1.3214	0.038699
1673.4	95.600	1.3224	0.038693
1674.3	95.500	1.3186	0.039502
1675.3	95.500	1.3191	0.039486
1676.3	95.500	1.3196	0.039473
1677.2	95.500	1.3157	0.039368
1678.2	95.500	1.3163	0.039357
1679.2	95.500	1.3169	0.039343
1680.1	95.500	1.3127	0.039227
1681.1	95.600	1.3151	0.038352
1682.0	95.600	1.3114	0.038244
1683.0	95.600	1.3120	0.038235
1684.0	95.700	1.3128	0.037326
1684.9	95.600	1.3090	0.038114
1685.9	95.700	1.3092	0.037191
1686.9	95.800	1.3098	0.036280
1687.8	95.900	1.3066	0.035272
1688.8	95.900	1.3074	0.035273
1689.8	96.000	1.3081	0.034372
1690.7	96.000	1.3048	0.034258
1691.7	96.100	1.3054	0.033356
1692.7	96.200	1.3061	0.032461
1693.6	96.300	1.3034	0.031466
1694.6	96.300	1.3042	0.031473
1695.6	96.400	1.3049	0.030582
1696.5	96.400	1.3018	0.030465
1697.5	96.600	1.3037	0.028732
1698.4	96.700	1.3016	0.027757
1699.4	96.700	1.3027	0.027775
1700.4	96.700	1.3030	0.027767
1701.3	96.900	1.3004	0.025896
1702.3	97.000	1.3017	0.025043
1703.3	97.000	1.3025	0.025056
1704.2	97.100	1.3003	0.024082
1705.2	97.200	1.3012	0.023221
1706.2	97.300	1.3021	0.022366
1707.1	97.300	1.3002	0.022281
1708.1	97.500	1.3011	0.020556
1709.1	97.500	1.3021	0.020581
1710.0	97.600	1.3006	0.019641
1711.0	97.600	1.3022	0.019691
1711.9	97.700	1.3005	0.018746
1712.9	97.800	1.3014	0.017904
1713.9	97.900	1.3025	0.017070
1714.8	97.900	1.3014	0.017020
1715.8	97.900	1.3020	0.017032
1716.8	98.000	1.3026	0.016183
1717.7	98.000	1.3013	0.016120
1718.7	98.100	1.3017	0.015270
1719.7	98.200	1.3023	0.014427
1720.6	98.300	1.3014	0.013526
1721.6	98.400	1.3025	0.012707
1722.6	98.400	1.3032	0.012732
1723.5	98.500	1.3025	0.011842
1724.5	98.500	1.3037	0.011887
1725.4	98.600	1.3031	0.011003
1726.4	98.600	1.3038	0.011026
1727.4	98.700	1.3044	0.010200
1728.3	98.700	1.3038	0.010170
1729.3	98.800	1.3045	0.0093498
1730.3	98.800	1.3052	0.0093703
1731.2	98.900	1.3048	0.0085080
1732.2	98.900	1.3057	0.0085387
1733.2	98.900	1.3062	0.0085559
1734.1	98.900	1.3055	0.0085196
1735.1	99.000	1.3058	0.0076923
1736.1	99.100	1.3066	0.0068827
1737.0	99.100	1.3065	0.0068750
1738.0	99.100	1.3069	0.0068893
1739.0	99.200	1.3074	0.0060749
1739.9	99.200	1.3074	0.0060678
1740.9	99.200	1.3080	0.0060904
1741.8	99.300	1.3078	0.0052485
1742.8	99.300	1.3085	0.0052748
1743.8	99.300	1.3088	0.0052853
1744.7	99.400	1.3087	0.0044518
1745.7	99.400	1.3094	0.0044796
1746.7	99.400	1.3099	0.0044961
1747.6	99.400	1.3096	0.0044818
1748.6	99.500	1.3101	0.0036759
1749.6	99.500	1.3107	0.0037007
1750.5	99.500	1.3107	0.0036974
1751.5	99.500	1.3110	0.0037060
1752.5	99.600	1.3114	0.0029020
1753.4	99.600	1.3116	0.0029113
1754.4	99.600	1.3123	0.0029359
1755.3	99.600	1.3123	0.0029352
1756.3	99.600	1.3126	0.0029483
1757.3	99.600	1.3129	0.0029571
1758.2	99.600	1.3127	0.0029459
1759.2	99.700	1.3131	0.0021458
1760.2	99.700	1.3136	0.0021672
1761.1	99.700	1.3137	0.0021706
1762.1	99.700	1.3140	0.0021811
1763.1	99.700	1.3141	0.0021849
1764.0	99.800	1.3142	0.0013785
1765.0	99.800	1.3149	0.0014029
1766.0	99.800	1.3153	0.0014205
1766.9	99.800	1.3155	0.0014265
1767.9	99.800	1.3158	0.0014398
1768.9	99.800	1.3161	0.0014520
1769.8	99.800	1.3162	0.0014551
1770.8	99.800	1.3166	0.0014682
1771.7	99.800	1.3166	0.0014691
1772.7	99.800	1.3168	0.0014772
1773.7	99.800	1.3170	0.0014830
1774.6	99.800	1.3169	0.0014763
1775.6	99.900	1.3172	0.00068569
1776.6	99.900	1.3177	0.00070572
1777.5	99.900	1.3179	0.00071526
1778.5	99.900	1.3182	0.00072861
1779.5	99.900	1.3185	0.00073957
1780.4	99.900	1.3187	0.00074625
1781.4	99.900	1.3190	0.00075626
1782.4	99.900	1.3192	0.00076628
1783.3	99.900	1.3194	0.00077152
1784.3	99.900	1.3197	0.00078201
1785.2	99.900	1.3198	0.00078607
1786.2	99.900	1.3200	0.00079489
1787.2	99.900	1.3202	0.00080347
1788.1	99.900	1.3203	0.00080729
1789.1	99.900	1.3206	0.00081587
1790.1	99.900	1.3208	0.00082326
1791.0	99.900	1.3209	0.00082684
1792.0	99.900	1.3211	0.00083423
1793.0	99.900	1.3213	0.00084162
1793.9	99.900	1.3214	0.00084496
1794.9	99.900	1.3216	0.00085211
1795.9	99.900	1.3218	0.00085902
1796.8	99.900	1.3218	0.00086069
1797.8	99.900	1.3220	0.00086832
1798.8	99.900	1.3222	0.00087500
1799.7	99.900	1.3223	0.00087690
1800.7	99.900	1.3225	0.00088453
1801.6	99.900	1.3225	0.00088644
1802.6	99.900	1.3227	0.00089264
1803.6	99.900	1.3229	0.00089836
1804.5	99.900	1.3229	0.00089931
1805.5	99.900	1.3231	0.00090408
1806.5	99.900	1.3232	0.00090742
1807.4	99.900	1.3231	0.00090313
1808.4	100.00	1.3234	0.00013089
1809.4	100.00	1.3240	0.00015497
1810.3	99.900	1.3242	0.00094318
1811.3	99.900	1.3241	0.00094080
1812.3	99.900	1.3241	0.00094175
1813.2	99.900	1.3240	0.00093603
1814.2	100.00	1.3244	0.00016880
1815.1	99.900	1.3245	0.00095320
1816.1	100.00	1.3246	0.00017834
1817.1	100.00	1.3252	0.00019979
1818.0	99.900	1.3253	0.00098181
1819.0	99.900	1.3252	0.00097537
1820.0	100.00	1.3255	0.00020933
1820.9	99.900	1.3257	0.00099444
1821.9	99.900	1.3257	0.00099277
1822.9	99.900	1.3257	0.00099421
1823.8	99.900	1.3256	0.00098896
1824.8	100.00	1.3259	0.00022674
1825.8	99.900	1.3263	0.0010138
1826.7	99.900	1.3261	0.0010056
1827.7	100.00	1.3265	0.00024557
1828.6	99.900	1.3267	0.0010276
1829.6	99.900	1.3267	0.0010266
1830.6	99.900	1.3268	0.0010297
1831.5	99.900	1.3268	0.0010290
1832.5	99.900	1.3269	0.0010335
1833.5	99.900	1.3271	0.0010376
1834.4	99.900	1.3271	0.0010376
1835.4	99.900	1.3272	0.0010421
1836.4	99.900	1.3274	0.0010469
1837.3	99.900	1.3274	0.0010467
1838.3	99.900	1.3275	0.0010509
1839.3	99.900	1.3277	0.0010560
1840.2	99.900	1.3277	0.0010560
1841.2	99.900	1.3278	0.0010605
1842.2	99.900	1.3280	0.0010657
1843.1	99.900	1.3280	0.0010650
1844.1	99.900	1.3282	0.0010715
1845.0	99.900	1.3282	0.0010712
1846.0	99.900	1.3283	0.0010757
1847.0	99.900	1.3284	0.0010800
1847.9	99.900	1.3285	0.0010796
1848.9	99.900	1.3286	0.0010841
1849.9	99.900	1.3287	0.0010886
1850.8	99.900	1.3287	0.0010884
1851.8	99.900	1.3289	0.0010929
1852.8	99.900	1.3290	0.0010972
1853.7	99.900	1.3290	0.0010974
1854.7	99.900	1.3292	0.0011015
1855.7	99.900	1.3293	0.0011060
1856.6	99.900	1.3293	0.0011055
1857.6	99.900	1.3295	0.0011115
1858.5	99.900	1.3295	0.0011110
1859.5	99.900	1.3296	0.0011153
1860.5	99.900	1.3298	0.0011196
1861.4	99.900	1.3298	0.0011191
1862.4	99.900	1.3299	0.0011232
1863.4	99.900	1.3301	0.0011277
1864.3	99.900	1.3301	0.0011268
1865.3	99.900	1.3302	0.0011313
1866.3	99.900	1.3303	0.0011356
1867.2	99.900	1.3303	0.0011351
1868.2	99.900	1.3305	0.0011392
1869.2	99.900	1.3306	0.0011432
1870.1	99.900	1.3306	0.0011427
1871.1	99.900	1.3307	0.0011468
1872.1	99.900	1.3309	0.0011506
1873.0	99.900	1.3309	0.0011501
1874.0	99.900	1.3310	0.0011556
1874.9	99.900	1.3310	0.0011544
1875.9	99.900	1.3312	0.0011587
1876.9	99.900	1.3313	0.0011630
1877.8	99.900	1.3313	0.0011621
1878.8	99.900	1.3314	0.0011663
1879.8	99.900	1.3316	0.0011702
1880.7	99.900	1.3316	0.0011697
1881.7	99.900	1.3317	0.0011733
1882.7	99.900	1.3318	0.0011773
1883.6	99.900	1.3318	0.0011764
1884.6	99.900	1.3320	0.0011802
1885.6	99.900	1.3321	0.0011840
1886.5	99.900	1.3321	0.0011830
1887.5	99.900	1.3323	0.0011888
1888.4	99.900	1.3322	0.0011878
1889.4	99.900	1.3324	0.0011916
1890.4	99.900	1.3325	0.0011954
1891.3	99.900	1.3325	0.0011945
1892.3	99.900	1.3326	0.0011978
1893.3	99.900	1.3328	0.0012016
1894.2	99.900	1.3327	0.0012007
1895.2	99.900	1.3329	0.0012045
1896.2	99.900	1.3330	0.0012083
1897.1	99.900	1.3330	0.0012074
1898.1	99.900	1.3331	0.0012109
1899.1	99.900	1.3333	0.0012147
1900.0	99.900	1.3332	0.0012136
1901.0	99.900	1.3334	0.0012190
1901.9	99.900	1.3334	0.0012178
1902.9	99.900	1.3335	0.0012214
1903.9	99.900	1.3337	0.0012250
1904.8	99.900	1.3336	0.0012240
1905.8	99.900	1.3338	0.0012279
1906.8	99.900	1.3339	0.0012310
1907.7	99.900	1.3339	0.0012302
1908.7	99.900	1.3340	0.0012338
1909.7	99.900	1.3341	0.0012374
1910.6	99.900	1.3341	0.0012364
1911.6	99.900	1.3342	0.0012398
1912.6	99.900	1.3344	0.0012431
1913.5	99.900	1.3344	0.0012422
1914.5	99.900	1.3345	0.0012455
1915.5	99.900	1.3346	0.0012493
1916.4	99.900	1.3346	0.0012479
1917.4	99.900	1.3348	0.0012531
1918.3	99.900	1.3347	0.0012517
1919.3	99.900	1.3349	0.0012553
1920.3	99.900	1.3350	0.0012589
1921.2	99.900	1.3350	0.0012574
1922.2	99.900	1.3351	0.0012608
1923.2	99.900	1.3352	0.0012646
1924.1	99.900	1.3352	0.0012631
1925.1	99.900	1.3353	0.0012665
1926.1	99.900	1.3355	0.0012698
1927.0	99.900	1.3354	0.0012684
1928.0	99.900	1.3356	0.0012722
1929.0	99.900	1.3357	0.0012753
1929.9	99.900	1.3357	0.0012741
1930.9	99.900	1.3359	0.0012794
1931.8	99.900	1.3358	0.0012777
1932.8	99.900	1.3360	0.0012813
1933.8	99.900	1.3361	0.0012846
1934.7	99.900	1.3361	0.0012832
1935.7	99.900	1.3362	0.0012865
1936.7	99.900	1.3363	0.0012898
1937.6	99.900	1.3363	0.0012884
1938.6	99.900	1.3364	0.0012918
1939.6	99.900	1.3365	0.0012951
1940.5	99.900	1.3365	0.0012937
1941.5	99.900	1.3366	0.0012970
1942.5	99.900	1.3368	0.0013001
1943.4	99.900	1.3367	0.0012989
1944.4	99.900	1.3369	0.0013022
1945.4	99.900	1.3370	0.0013051
1946.3	99.900	1.3370	0.0013037
1947.3	99.900	1.3371	0.0013087
1948.2	99.900	1.3371	0.0013070
1949.2	99.900	1.3372	0.0013103
1950.2	99.900	1.3374	0.0013137
1951.1	99.900	1.3373	0.0013118
1952.1	99.900	1.3374	0.0013151
1953.1	99.900	1.3376	0.0013180
1954.0	99.900	1.3375	0.0013161
1955.0	99.900	1.3376	0.0013192
1956.0	99.900	1.3378	0.0013220
1956.9	99.900	1.3377	0.0013194
1957.9	99.900	1.3377	0.0013199
1958.9	100.00	1.3381	0.00061417
1959.8	99.900	1.3383	0.0013342
1960.8	99.900	1.3383	0.0013354
1961.7	99.900	1.3382	0.0013325
1962.7	99.900	1.3383	0.0013351
1963.7	99.900	1.3385	0.0013378
1964.6	99.900	1.3384	0.0013359
1965.6	99.900	1.3385	0.0013385
1966.6	99.900	1.3386	0.0013416
1967.5	99.900	1.3386	0.0013394
1968.5	99.900	1.3387	0.0013421
1969.5	99.900	1.3388	0.0013442
1970.4	99.900	1.3387	0.0013416
1971.4	99.900	1.3387	0.0013409
1972.4	100.00	1.3390	0.00063968
1973.3	99.900	1.3391	0.0013504
1974.3	100.00	1.3393	0.00064707
1975.3	99.900	1.3395	0.0013602
1976.2	100.00	1.3396	0.00065446
1977.2	99.900	1.3399	0.0013709
1978.1	99.900	1.3398	0.0013659
1979.1	99.900	1.3398	0.0013676
1980.1	99.900	1.3399	0.0013700
1981.0	99.900	1.3399	0.0013680
1982.0	99.900	1.3400	0.0013709
1983.0	99.900	1.3401	0.0013735
1983.9	99.900	1.3401	0.0013719
1984.9	99.900	1.3402	0.0013747
1985.9	99.900	1.3404	0.0013781
1986.8	99.900	1.3403	0.0013769
1987.8	99.900	1.3405	0.0013800
1988.8	99.900	1.3406	0.0013833
1989.7	99.900	1.3406	0.0013819
1990.7	99.900	1.3408	0.0013864
1991.6	99.900	1.3408	0.0013852
1992.6	99.900	1.3409	0.0013890
1993.6	99.900	1.3411	0.0013924
1994.5	99.900	1.3410	0.0013914
1995.5	99.900	1.3412	0.0013952
1996.5	99.900	1.3414	0.0013990
1997.4	99.900	1.3414	0.0013986
1998.4	99.900	1.3416	0.0014033
1999.4	99.900	1.3418	0.0014091
2000.3	99.900	1.3420	0.0014129
2001.3	99.800	1.3421	0.0021138
2002.3	99.800	1.3420	0.0021110
2003.2	99.800	1.3418	0.0021048
2004.2	99.800	1.3420	0.0021081
2005.1	99.800	1.3418	0.0021036
2006.1	99.800	1.3419	0.0021050
2007.1	99.800	1.3421	0.0021071
2008.0	99.800	1.3419	0.0021029
2009.0	99.800	1.3421	0.0021055
2010.0	99.800	1.3422	0.0021076
2010.9	99.800	1.3421	0.0021036
2011.9	99.800	1.3422	0.0021062
2012.9	99.800	1.3423	0.0021088
2013.8	99.800	1.3422	0.0021048
2014.8	99.800	1.3424	0.0021076
2015.8	99.800	1.3425	0.0021100
2016.7	99.800	1.3424	0.0021062
2017.7	99.800	1.3425	0.0021091
2018.7	99.800	1.3427	0.0021117
2019.6	99.800	1.3426	0.0021079
2020.6	99.800	1.3428	0.0021133
2021.5	99.800	1.3427	0.0021093
2022.5	99.800	1.3429	0.0021126
2023.5	99.800	1.3430	0.0021152
2024.4	99.800	1.3429	0.0021117
2025.4	99.800	1.3431	0.0021148
2026.4	99.800	1.3432	0.0021179
2027.3	99.800	1.3431	0.0021143
2028.3	99.800	1.3433	0.0021179
2029.3	99.800	1.3435	0.0021210
2030.2	99.800	1.3434	0.0021181
2031.2	99.800	1.3436	0.0021224
2032.2	99.800	1.3438	0.0021267
2033.1	99.800	1.3439	0.0021279
2034.1	99.700	1.3441	0.0028195
2035.0	99.700	1.3437	0.0028086
2036.0	99.700	1.3438	0.0028081
2037.0	99.700	1.3438	0.0028076
2037.9	99.700	1.3435	0.0028000
2038.9	99.700	1.3436	0.0027995
2039.9	99.700	1.3435	0.0027971
2040.8	99.800	1.3435	0.0021095
2041.8	99.700	1.3436	0.0027971
2042.8	99.800	1.3437	0.0021129
2043.7	99.800	1.3438	0.0021157
2044.7	99.700	1.3438	0.0027981
2045.7	99.800	1.3438	0.0021129
2046.6	99.800	1.3438	0.0021126
2047.6	99.800	1.3441	0.0021167
2048.6	99.800	1.3442	0.0021200
2049.5	99.800	1.3441	0.0021167
2050.5	99.800	1.3444	0.0021219
2051.4	99.800	1.3443	0.0021183
2052.4	99.800	1.3444	0.0021210
2053.4	99.800	1.3446	0.0021229
2054.3	99.800	1.3444	0.0021191
2055.3	99.800	1.3446	0.0021210
2056.3	99.800	1.3447	0.0021224
2057.2	99.800	1.3445	0.0021167
2058.2	99.800	1.3444	0.0021148
2059.2	99.900	1.3446	0.0014405
2060.1	99.900	1.3448	0.0014439
2061.1	99.900	1.3450	0.0014493
2062.1	99.900	1.3452	0.0014544
2063.0	99.900	1.3452	0.0014539
2064.0	99.900	1.3455	0.0014591
2064.9	99.900	1.3455	0.0014584
2065.9	99.900	1.3457	0.0014620
2066.9	99.900	1.3459	0.0014653
2067.8	99.900	1.3459	0.0014644
2068.8	99.900	1.3460	0.0014679
2069.8	99.900	1.3462	0.0014713
2070.7	99.900	1.3462	0.0014701
2071.7	99.900	1.3464	0.0014734
2072.7	99.900	1.3465	0.0014768
2073.6	99.900	1.3465	0.0014758
2074.6	99.900	1.3467	0.0014789
2075.6	99.900	1.3468	0.0014820
2076.5	99.900	1.3468	0.0014811
2077.5	99.900	1.3471	0.0014858
2078.4	99.900	1.3471	0.0014846
2079.4	99.900	1.3472	0.0014875
2080.4	99.900	1.3474	0.0014906
2081.3	99.900	1.3474	0.0014896
2082.3	99.900	1.3476	0.0014930
2083.3	99.900	1.3477	0.0014961
2084.2	99.900	1.3477	0.0014956
2085.2	99.900	1.3479	0.0014987
2086.2	99.900	1.3481	0.0015020
2087.1	99.900	1.3481	0.0015013
2088.1	99.900	1.3483	0.0015049
2089.1	99.900	1.3485	0.0015082
2090.0	99.900	1.3485	0.0015078
2091.0	99.900	1.3487	0.0015116
2092.0	99.900	1.3489	0.0015152
2092.9	99.900	1.3489	0.0015149
2093.9	99.900	1.3492	0.0015206
2094.8	99.900	1.3493	0.0015209
2095.8	99.900	1.3496	0.0015264
2096.8	99.900	1.3500	0.0015340
2097.7	99.800	1.3500	0.0021954
2098.7	99.800	1.3499	0.0021939
2099.7	99.800	1.3501	0.0021954
